desafio|Manu|1|25000|0|100|0|07/05/2025 04:02:20|07/05/2025 04:02:22|medium|Barcelona
campaña|Luis|1|25000|0|100|0|07/05/2025 04:26:22|07/05/2025 04:27:42|medium|Las Palmas
desafio|Manu|1|50000|0|100|0|07/05/2025 04:36:04|07/05/2025 04:37:39|easy|Madrid
desafio|Prueba|1|25000|0|100|0|07/05/2025 15:38:34|07/05/2025 15:39:55|medium|Madrid
libre|Prueba99|1|999999|0|100|0|07/05/2025 18:08:41|07/05/2025 18:08:45|easy|Málaga
libre|Prueba98|1|999999|0|100|0|07/05/2025 18:13:47|07/05/2025 18:13:50|medium|Zaragoza
desafio|mmm|1|25000|0|100|0|07/05/2025 18:28:02|07/05/2025 18:28:09|medium|Barcelona
desafio|ManuPurbea001|1|12544|0|100|0|07/05/2025 19:48:44|07/05/2025 19:49:01|medium|Madrid
desafio|jjj|1|25000|0|50|0|07/05/2025 19:53:48|07/05/2025 19:54:02|medium|Madrid
